?ºÏûê,Í≥?Î™?,?úÏö∏,Î∂Ä???ÄÍµ??∏Ï≤ú,Í¥ëÏ£º,?Ä???∏ÏÇ∞,?∏Ï¢Ö,Í≤ΩÍ∏∞,Í∞ïÏõê,Ï∂©Î∂Å,Ï∂©ÎÇ®,?ÑÎ∂Å,?ÑÎÇ®,Í≤ΩÎ∂Å,Í≤ΩÎÇ®,?úÏ£º,Í≤Ä???ÑÏ†Å(Î™?,"30,605,187","5,942,573","1,822,869","1,338,562","1,777,328","891,280","891,766","656,135","242,400","8,270,720","899,658","959,584","1,238,468","1,026,509","1,001,462","1,403,139","1,837,675","387,441","17,618"
4/24/2022,"64,691","10,373","2,673","3,398","3,312","2,371","2,297","1,689",385,"15,241","2,265","2,623","3,006","2,975","3,171","4,047","3,866",993,6,,,,,,,,,,,,,,,,
4/25/2022,"34,361","4,760","1,070","1,421","1,656","1,677","1,424",689,416,"9,056","1,280","1,201","1,534","1,427","1,788","2,245","1,973",734,10,,,,,,,,,,,,,,,,
4/26/2022,"80,338","13,555","4,002","4,900","4,280","2,196","2,478","1,752",666,"19,360","3,013","2,768","3,737","3,515","3,836","4,346","5,180",746,8,,,,,,,,,,,,,,,,
4/27/2022,"76,758","11,514","3,020","3,598","3,621","3,053","2,717","1,772",589,"18,418","2,955","2,925","3,691","3,934","3,635","5,416","4,653","1,237",10,,,,,,,,,,,,,,,,
4/28/2022,"57,452","9,106","2,444","2,837","2,843","2,071","1,998","1,389",425,"13,655","2,196","2,025","2,672","2,652","2,571","3,979","3,728",846,15,,,,,,,,,,,,,,,,
4/29/2022,"50,554","7,725","2,253","2,507","2,254","1,900","1,733","1,141",343,"12,039","1,840","1,974","2,323","2,411","2,565","3,552","3,239",751,4,,,,,,,,,,,,,,,,
4/30/2022,"43,272","6,452","2,030","2,316","1,958","1,655","1,458",995,382,"10,339","1,644","1,471","1,943","1,998","2,263","2,864","2,717",783,4,,,,,,,,,,,,,,,,
5/1/2022,"37,756","5,460","1,634","2,035","1,757","1,300","1,337","1,050",359,"8,571","1,401","1,589","1,821","1,742","1,961","2,671","2,486",577,5,,,,,,,,,,,,,,,,
5/2/2022,"20,070","2,649",692,864,911,886,675,411,254,"5,337",752,704,878,925,995,"1,514","1,184",433,6,,,,,,,,,,,,,,,,
5/3/2022,"51,115","8,708","2,869","3,245","2,605","1,437","1,665","1,195",370,"11,735","1,781","1,763","2,410","1,941","2,550","2,821","3,619",390,11,,,,,,,,,,,,,,,,
5/4/2022,"49,050","7,435","2,169","2,484","2,165","1,843","1,714","1,119",411,"11,666","1,860","1,879","2,261","2,074","2,348","3,793","3,094",729,6,,,,,,,,,,,,,,,,
5/5/2022,"42,285","6,643","2,047","2,165","2,017","1,450","1,462","1,043",356,"10,240","1,626","1,506","1,920","1,753","1,925","2,938","2,607",577,10,,,,,,,,,,,,,,,,
5/6/2022,"26,697","3,593",865,"1,312","1,164","1,221","1,073",699,221,"6,163",959,"1,125","1,191","1,191","1,298","2,397","1,653",570,2,,,,,,,,,,,,,,,,
5/7/2022,"39,588","6,641","2,275","2,314","2,021",988,"1,309",879,297,"9,439","1,486","1,357","1,771","1,583","1,913","2,453","2,517",339,6,,,,,,,,,,,,,,,,
5/8/2022,"40,045","5,975","1,802","2,418","1,707","1,597","1,448","1,118",307,"8,552","1,429","1,595","1,747","2,006","1,899","2,963","2,782",696,4,,,,,,,,,,,,,,,,
5/9/2022,"20,582","2,714",716,972,922,912,778,474,152,"5,477",808,700,901,785,904,"1,555","1,375",429,8,,,,,,,,,,,,,,,,
5/10/2022,"49,916","8,138","2,771","3,244","2,553","1,522","1,547","1,320",466,"11,329","1,827","1,793","2,268","2,275","2,303","2,835","3,318",405,2,,,,,,,,,,,,,,,,
5/11/2022,"43,908","6,201","1,996","2,223","2,175","1,678","1,428","1,258",370,"10,501","1,638","1,677","2,084","1,961","1,875","3,335","2,794",710,4,,,,,,,,,,,,,,,,
5/12/2022,"35,892","5,693","1,741","1,887","1,684","1,291","1,282",964,330,"8,387","1,322","1,399","1,604","1,465","1,486","2,629","2,259",465,4,,,,,,,,,,,,,,,,
5/13/2022,"32,437","5,173","1,601","1,796","1,512","1,099","1,058",816,279,"7,761","1,194","1,121","1,396","1,401","1,393","2,284","2,081",469,3,,,,,,,,,,,,,,,,
5/14/2022,"29,575","4,764","1,539","1,516","1,413",986,890,781,272,"6,979","1,155","1,085","1,282","1,205","1,234","2,107","1,959",405,3,,,,,,,,,,,,,,,,
5/15/2022,"25,423","4,024","1,027","1,303","1,158",696,923,767,228,"5,797",963,"1,052","1,247","1,129","1,125","1,879","1,734",366,5,,,,,,,,,,,,,,,,
5/16/2022,"13,288","1,683",472,564,607,642,462,320,160,"3,574",587,452,638,585,505,"1,006",779,243,9,,,,,,,,,,,,,,,,
5/17/2022,"35,104","5,884","1,914","2,095","1,723",881,"1,077",834,294,"9,088","1,375","1,188","1,542","1,371","1,253","1,990","2,281",308,6,,,,,,,,,,,,,,,,
5/18/2022,"31,338","5,042","1,477","1,528","1,395",901,"1,026",856,297,"7,776","1,358","1,106","1,465","1,250","1,209","2,279","1,929",440,4,,,,,,,,,,,,,,,,
5/19/2022,"28,120","4,557","1,261","1,462","1,336",817,950,753,269,"6,859","1,097","1,021","1,470","1,183","1,041","1,921","1,756",365,2,,,,,,,,,,,,,,,,
5/20/2022,"25,119","4,110","1,084","1,297","1,148",821,845,660,229,"6,003","1,268",909,"1,184",954,"1,019","1,678","1,509",392,9,,,,,,,,,,,,,,,,
5/21/2022,"23,452","3,586","1,094","1,316","1,064",751,743,626,209,"5,687","1,103",795,988,"1,021",907,"1,663","1,515",380,4,,,,,,,,,,,,,,,,
5/22/2022,"19,287","2,902",868,"1,193",799,618,695,651,183,"4,265",828,670,852,859,839,"1,510","1,272",280,3,,,,,,,,,,,,,,,,
5/23/2022,"9,971","1,213",358,480,392,342,386,210,109,"2,666",515,330,422,479,409,847,553,258,2,,,,,,,,,,,,,,,,
5/24/2022,"26,337","4,271","1,527","2,054","1,055",594,908,753,275,"6,027","1,065",905,"1,151","1,061",922,"1,668","1,829",271,1,,,,,,,,,,,,,,,,
5/25/2022,"23,945","3,581","1,037","1,438",997,814,844,702,254,"5,260","1,150",826,"1,035","1,020",946,"1,982","1,476",581,2,,,,,,,,,,,,,,,,
5/26/2022,"18,805","2,786",892,"1,299",756,594,628,572,162,"4,347",819,701,797,694,674,"1,508","1,269",304,3,,,,,,,,,,,,,,,,
5/27/2022,"16,573","3,030",810,"1,014",591,465,552,506,152,"3,565",660,511,776,568,594,"1,390","1,101",281,7,,,,,,,,,,,,,,,,
5/28/2022,"14,392","2,275",682,975,636,496,467,433,114,"3,254",570,487,624,584,508,"1,065",937,280,5,,,,,,,,,,,,,,,,
5/29/2022,"12,645","2,016",534,794,431,420,446,394,140,"2,837",468,457,631,520,467,"1,008",817,257,8,,,,,,,,,,,,,,,,
5/30/2022,"6,133","1,120",190,301,275,202,174,109,68,"1,467",296,214,278,227,234,497,353,124,4,,,,,,,,,,,,,,,,
5/31/2022,"17,182","3,337",887,"1,307",676,430,548,494,135,"3,775",696,628,678,615,614,966,"1,153",236,7,,,,,,,,,,,,,,,,
6/1/2022,"15,787","2,924",707,941,537,462,451,461,119,"3,531",783,600,662,532,508,"1,303",985,280,1,,,,,,,,,,,,,,,,
6/2/2022,"9,885","1,821",402,687,378,264,368,321,99,"2,104",415,336,453,292,325,824,591,201,4,,,,,,,,,,,,,,,,
6/3/2022,"12,531","2,441",609,915,444,330,354,362,111,"2,867",586,414,406,446,429,842,826,142,7,,,,,,,,,,,,,,,,
6/4/2022,"12,028","2,246",637,718,531,321,321,331,104,"2,745",546,397,538,415,391,889,688,209,1,,,,,,,,,,,,,,,,
6/5/2022,"9,828","1,718",472,613,413,262,312,307,105,"2,189",384,327,491,378,354,751,572,179,1,,,,,,,,,,,,,,,,
6/6/2022,"5,015",738,185,301,191,155,195,105,43,"1,339",240,178,193,193,158,422,268,111,0,,,,,,,,,,,,,,,,
6/7/2022,"6,171",952,316,338,249,142,197,187,83,"1,438",307,245,298,216,205,452,409,134,3,,,,,,,,,,,,,,,,
6/8/2022,"13,351","2,626",822,992,533,353,370,368,115,"3,072",586,401,458,469,446,816,746,174,4,,,,,,,,,,,,,,,,
6/9/2022,"12,148","2,008",668,671,409,352,396,426,118,"2,734",540,438,597,415,493,983,697,199,4,,,,,,,,,,,,,,,,
6/10/2022,"9,304","1,535",494,568,388,278,266,303,90,"2,120",444,317,400,302,350,735,550,161,3,,,,,,,,,,,,,,,,
6/11/2022,"8,434","1,382",445,534,336,226,250,294,99,"2,065",383,304,300,275,318,625,471,126,1,,,,,,,,,,,,,,,,
6/12/2022,"7,373","1,157",417,396,277,192,268,296,81,"1,687",360,246,285,272,279,573,440,143,4,,,,,,,,,,,,,,,,
6/13/2022,"3,817",660,187,204,121,108,146,109,16,"1,023",187,102,174,109,121,270,195,83,2,,,,,,,,,,,,,,,,
6/14/2022,"9,767","1,762",669,619,589,198,239,306,75,"2,346",425,310,308,297,315,579,617,112,1,,,,,,,,,,,,,,,,
6/15/2022,"9,424","1,688",534,559,397,214,271,320,59,"2,284",449,323,417,270,270,685,537,144,3,,,,,,,,,,,,,,,,
6/16/2022,"7,979","1,546",456,466,334,187,195,284,65,"1,992",315,245,316,207,239,557,441,130,4,,,,,,,,,,,,,,,,
6/17/2022,"7,190","1,276",474,446,289,162,177,256,59,"1,723",300,188,317,183,233,448,522,137,0,,,,,,,,,,,,,,,,
6/18/2022,"6,821","1,234",421,438,256,135,126,244,71,"1,692",306,202,247,207,208,431,480,101,22,,,,,,,,,,,,,,,,
6/19/2022,"6,063","1,107",343,402,278,134,138,242,52,"1,405",250,194,216,183,211,405,374,127,2,,,,,,,,,,,,,,,,
6/20/2022,"3,530",718,148,139,221,115,91,115,44,884,154,83,134,72,111,226,194,77,4,,,,,,,,,,,,,,,,
6/21/2022,"9,299","2,041",531,587,477,180,175,317,63,"2,521",304,235,323,252,276,369,577,69,2,,,,,,,,,,,,,,,,
6/22/2022,"8,974","1,772",552,468,402,183,204,332,76,"2,275",364,223,365,265,268,524,539,162,0,,,,,,,,,,,,,,,,
6/23/2022,"7,491","1,578",454,351,371,145,205,241,63,"1,969",265,212,273,182,226,388,466,101,1,,,,,,,,,,,,,,,,
6/24/2022,"7,213","1,604",395,384,365,143,159,179,65,"1,854",304,177,250,205,182,405,399,132,11,,,,,,,,,,,,,,,,
6/25/2022,"6,778","1,547",402,315,330,125,163,191,53,"1,717",249,178,264,179,222,346,405,85,7,,,,,,,,,,,,,,,,
6/26/2022,"6,236","1,307",388,283,370,123,150,229,64,"1,632",178,172,201,179,192,316,341,100,11,,,,,,,,,,,,,,,,
6/27/2022,"3,419",598,149,91,202,83,99,86,26,"1,010",131,85,142,92,131,200,211,67,16,,,,,,,,,,,,,,,,
6/28/2022,"9,888","2,471",684,460,497,129,221,269,52,"2,581",318,221,321,286,309,340,637,85,7,,,,,,,,,,,,,,,,
6/29/2022,"10,446","2,472",595,392,615,210,269,341,79,"2,658",346,231,379,290,268,544,578,169,10,,,,,,,,,,,,,,,,
6/30/2022,"9,587","2,277",587,402,505,194,230,281,71,"2,444",283,218,300,271,249,501,560,205,9,,,,,,,,,,,,,,,,
7/1/2022,"9,514","2,339",586,423,465,171,209,291,55,"2,463",240,264,317,252,227,464,556,184,8,,,,,,,,,,,,,,,,
7/2/2022,"10,708","2,776",610,369,524,164,274,311,79,"2,817",313,265,381,273,243,503,576,216,14,,,,,,,,,,,,,,,,
7/3/2022,"10,036","2,431",546,294,563,188,241,285,70,"2,657",269,215,416,268,248,536,587,207,15,,,,,,,,,,,,,,,,
7/4/2022,"6,239","1,158",291,253,345,144,213,147,57,"1,890",235,166,239,125,148,313,332,174,9,,,,,,,,,,,,,,,,
7/5/2022,"18,125","4,772","1,167",677,974,280,433,465,117,"4,895",532,412,585,401,385,656,"1,074",285,15,,,,,,,,,,,,,,,,
7/6/2022,"19,352","4,762","1,163",645,"1,067",337,451,518,153,"5,171",596,488,665,479,459,942,"1,066",381,9,,,,,,,,,,,,,,,,
7/7/2022,"18,492","4,575","1,155",658,979,313,488,480,111,"4,981",560,440,698,456,410,798,971,413,6,,,,,,,,,,,,,,,,
7/8/2022,"19,293","4,599","1,236",627,972,362,559,490,165,"5,402",486,493,771,543,379,759,"1,039",394,17,,,,,,,,,,,,,,,,
7/9/2022,"20,259","4,893","1,279",712,"1,060",350,504,580,173,"5,625",546,566,757,519,477,745,"1,094",366,13,,,,,,,,,,,,,,,,
7/10/2022,"20,380","5,235","1,296",488,926,370,524,646,196,"5,440",434,562,781,574,440,903,"1,060",492,13,,,,,,,,,,,,,,,,
7/11/2022,"12,670","2,616",625,454,631,267,469,330,103,"3,985",312,317,445,307,236,534,658,359,22,,,,,,,,,,,,,,,,
7/12/2022,"37,332","9,405","2,666","1,433","1,910",662,912,"1,000",320,"10,303",889,977,"1,288",989,754,"1,162","2,105",541,16,,,,,,,,,,,,,,,,
7/13/2022,"40,238","9,358","2,505","1,429","2,087",814,968,"1,129",375,"11,169","1,046","1,069","1,593","1,050",850,"1,650","2,166",964,16,,,,,,,,,,,,,,,,
7/14/2022,"39,151","9,648","2,357","1,281","1,953",800,"1,022","1,086",266,"10,624","1,037","1,041","1,513","1,148",850,"1,571","2,085",854,15,,,,,,,,,,,,,,,,
7/15/2022,"38,855","8,943","2,533","1,545","2,091",815,"1,006","1,054",258,"10,523","1,120","1,041","1,415","1,070",855,"1,618","2,064",878,26,,,,,,,,,,,,,,,,
7/16/2022,"41,290","9,449","2,617","1,335","2,125",812,"1,055","1,178",305,"11,443","1,111","1,283","1,636","1,145",889,"1,621","2,299",967,20,,,,,,,,,,,,,,,,
7/17/2022,"40,311","8,561","2,568","1,174","2,092",937,"1,172","1,369",316,"11,038","1,158","1,279","1,517","1,242",906,"1,683","2,231","1,033",35,,,,,,,,,,,,,,,,
7/18/2022,"26,271","4,892","1,249","1,022","1,937",580,758,609,269,"8,259",678,715,979,682,547,"1,067","1,164",832,32,,,,,,,,,,,,,,,,
7/19/2022,"73,536","18,029","4,891","2,423","4,227","1,368","1,951","2,067",559,"20,090","2,009","1,986","2,750","2,093","1,658","2,218","3,968","1,221",28,,,,,,,,,,,,,,,,
7/20/2022,"76,348","17,190","4,410","2,573","4,399","1,723","2,058","2,106",522,"21,351","2,203","2,210","2,855","2,198","1,602","3,149","3,845","1,939",15,,,,,,,,,,,,,,,,
7/21/2022,"71,127","16,654","4,126","2,405","3,930","1,650","2,028","2,020",490,"19,498","1,992","1,893","2,636","2,185","1,692","2,829","3,479","1,599",21,,,,,,,,,,,,,,,,
7/22/2022,"68,584","15,365","3,794","2,287","3,707","1,596","1,843","1,866",528,"18,810","2,140","2,169","2,640","2,257","1,625","2,899","3,564","1,469",25,,,,,,,,,,,,,,,,
7/23/2022,"68,521","14,819","3,941","2,558","3,756","1,632","1,976","1,865",493,"18,372","2,030","2,138","2,676","2,176","1,747","2,943","3,777","1,589",33,,,,,,,,,,,,,,,,
7/24/2022,"65,360","13,795","3,544","1,922","3,469","1,670","1,986","1,984",585,"17,285","1,895","2,255","2,642","2,351","1,770","3,003","3,515","1,678",11,,,,,,,,,,,,,,,,
7/25/2022,"35,848","5,961","1,436","1,430","1,944","1,106","1,250",702,232,"10,896","1,065","1,259","1,392","1,214",991,"1,771","1,947","1,206",46,,,,,,,,,,,,,,,,
7/26/2022,"99,208","23,051","6,311","3,444","5,350","2,315","2,704","2,393",795,"27,260","2,478","3,006","4,183","2,914","2,546","3,355","5,462","1,624",17,,,,,,,,,,,,,,,,
7/27/2022,"100,215","20,069","5,288","3,876","5,306","2,889","2,845","2,673",829,"27,189","3,301","3,241","4,181","3,371","2,635","4,967","5,480","2,054",21,,,,,,,,,,,,,,,,
7/28/2022,"88,334","18,148","4,694","3,051","4,840","2,469","2,571","2,377",727,"24,250","2,852","2,905","3,653","2,799","2,414","4,287","4,435","1,839",23,,,,,,,,,,,,,,,,
7/29/2022,"85,265","17,498","4,591","3,498","4,374","2,381","2,557","2,157",631,"23,551","2,774","2,578","3,490","2,920","2,365","3,796","4,446","1,622",36,,,,,,,,,,,,,,,,
7/30/2022,"81,928","16,543","4,518","2,873","4,114","2,172","2,476","2,096",621,"22,425","2,609","2,779","3,352","2,926","2,316","3,812","4,447","1,837",12,,,,,,,,,,,,,,,,
7/31/2022,"73,551","14,136","3,835","2,504","3,949","2,284","2,417","2,069",587,"18,577","2,474","2,543","3,249","3,009","2,195","4,145","3,971","1,583",24,,,,,,,,,,,,,,,,
8/1/2022,"44,632","7,317","2,061","1,947","2,455","1,494","1,488","1,096",357,"12,997","1,450","1,445","1,806","1,579","1,447","2,398","2,255","1,013",27,,,,,,,,,,,,,,,,
8/2/2022,"111,739","24,601","7,009","4,485","5,741","2,648","4,164","2,539","1,009","30,087","3,120","3,321","4,295","3,652","3,127","4,404","6,002","1,502",33,,,,,,,,,,,,,,,,
8/3/2022,"119,861","23,006","6,658","4,761","6,260","3,551","3,531","2,855",949,"31,684","4,613","3,953","5,557","4,303","3,635","6,184","6,378","1,966",17,,,,,,,,,,,,,,,,
8/4/2022,"107,843","20,218","6,182","4,394","5,536","3,416","3,314","2,877",918,"27,821","4,369","3,621","4,359","4,228","3,159","5,687","5,814","1,895",35,,,,,,,,,,,,,,,,
8/5/2022,"112,825","20,789","6,633","4,800","5,900","3,392","3,622","2,936",870,"29,413","4,010","3,753","4,803","4,115","3,885","5,782","6,383","1,705",34,,,,,,,,,,,,,,,,
8/6/2022,"110,619","20,148","6,576","4,706","5,590","2,845","3,462","2,956",822,"29,082","3,974","3,913","4,712","4,084","3,587","5,719","6,760","1,642",41,,,,,,,,,,,,,,,,
8/7/2022,"105,452","18,355","5,821","4,721","5,618","3,415","3,452","3,132",863,"26,275","3,430","3,654","4,468","4,479","3,286","5,892","6,735","1,828",28,,,,,,,,,,,,,,,,
8/8/2022,"55,241","7,857","2,617","2,284","2,785","1,996","1,772","1,601",519,"15,081","2,508","1,959","2,230","2,230","2,045","3,420","3,048","1,243",46,,,,,,,,,,,,,,,,
8/9/2022,"149,846","29,470","10,008","7,151","7,763","3,461","4,952","3,520","1,155","39,013","4,760","5,099","5,951","5,506","5,014","5,897","9,437","1,654",35,,,,,,,,,,,,,,,,
8/10/2022,"151,718","26,049","8,912","6,996","7,707","5,159","4,674","4,190","1,327","38,077","5,275","5,346","6,637","6,083","5,862","8,512","8,885","1,993",34,,,,,,,,,,,,,,,,
8/11/2022,"137,160","24,500","8,187","6,299","6,679","4,802","4,265","3,243","1,052","34,827","4,606","4,639","5,839","5,500","5,339","7,125","8,208","2,022",28,,,,,,,,,,,,,,,,
8/12/2022,"128,651","22,820","7,390","5,816","7,000","4,040","3,797","3,103",983,"32,734","4,311","4,238","5,744","4,997","5,230","6,661","7,768","1,984",35,,,,,,,,,,,,,,,,
8/13/2022,"124,536","21,847","7,658","6,069","6,095","4,396","3,901","2,963","1,064","31,115","3,987","4,177","5,224","4,800","5,391","6,210","7,762","1,867",10,,,,,,,,,,,,,,,,
8/14/2022,"119,522","19,579","7,000","5,633","6,062","4,485","4,112","2,810","1,049","29,208","3,463","4,297","5,596","5,099","5,022","6,457","7,714","1,911",25,,,,,,,,,,,,,,,,
8/15/2022,"62,045","8,241","2,926","3,038","2,978","2,714","2,262","1,595",522,"16,079","2,368","2,242","2,841","2,452","2,778","3,584","3,933","1,471",21,,,,,,,,,,,,,,,,
8/16/2022,"84,090","13,053","4,672","4,906","4,204","2,660","2,968","2,104",765,"21,052","2,756","2,986","3,601","3,662","3,439","4,261","5,568","1,391",42,,,,,,,,,,,,,,,,
8/17/2022,"180,740","32,510","13,021","8,727","9,109","5,521","6,175","3,877","1,548","45,951","5,176","5,723","7,535","6,290","7,507","7,548","12,719","1,783",20,,,,,,,,,,,,,,,,
8/18/2022,"178,499","28,359","11,145","9,931","9,210","6,737","6,066","4,208","1,414","42,419","5,638","6,304","8,355","6,980","7,588","10,125","11,630","2,357",33,,,,,,,,,,,,,,,,
8/19/2022,"138,766","21,025","8,762","8,134","6,739","5,411","4,387","3,137",977,"33,365","4,303","4,756","5,775","5,732","6,013","8,620","9,489","2,108",33,,,,,,,,,,,,,,,,
8/20/2022,"129,348","19,963","8,545","7,220","6,247","4,710","4,368","3,149","1,108","31,324","3,669","4,441","5,762","5,079","5,732","7,241","8,836","1,897",57,,,,,,,,,,,,,,,,
8/21/2022,"110,902","16,736","6,829","6,434","5,425","4,031","3,771","2,862",954,"25,590","3,030","3,793","5,185","4,727","5,055","6,937","7,598","1,933",12,,,,,,,,,,,,,,,,
8/22/2022,"59,014","7,391","2,732","3,572","3,111","2,659","2,050","1,282",474,"14,997","2,134","2,024","2,476","2,528","2,629","3,770","3,788","1,353",44,,,,,,,,,,,,,,,,
8/23/2022,"150,198","25,671","10,687","8,636","8,189","4,171","5,209","3,367","1,248","37,222","4,167","4,694","6,743","5,391","6,524","6,418","10,315","1,528",18,,,,,,,,,,,,,,,,
8/24/2022,"139,289","20,565","8,586","7,891","7,094","5,746","4,202","3,264","1,171","32,642","4,627","4,698","6,395","5,529","6,081","9,072","9,617","2,096",13,,,,,,,,,,,,,,,,
8/25/2022,"113,338","17,716","7,164","6,307","5,793","4,140","3,660","2,553",944,"27,018","3,329","3,810","5,241","4,531","5,079","6,421","7,981","1,634",17,,,,,,,,,,,,,,,,
8/26/2022,"101,107","15,748","6,279","5,317","5,421","3,690","3,330","2,159",910,"24,530","3,053","3,402","4,921","4,046","4,361","5,670","6,851","1,394",25,,,,,,,,,,,,,,,,
8/27/2022,"95,564","14,581","6,030","5,578","4,813","3,357","3,054","2,062",831,"22,858","2,834","3,455","4,519","3,735","4,143","5,371","6,910","1,415",18,,,,,,,,,,,,,,,,
8/28/2022,"85,227","13,047","5,073","4,908","4,332","3,233","2,784","1,916",814,"19,825","2,458","2,978","3,995","3,753","3,511","5,211","6,137","1,227",25,,,,,,,,,,,,,,,,
8/29/2022,"43,105","5,753","1,795","1,965","2,580","1,494","1,562",814,437,"11,881","1,512","1,616","2,040","1,558","1,905","2,760","2,570",839,24,,,,,,,,,,,,,,,,
8/30/2022,"115,602","20,410","7,809","6,107","6,475","2,953","3,883","2,103","1,067","30,273","3,191","3,788","5,303","3,957","4,522","4,940","7,762","1,035",24,,,,,,,,,,,,,,,,
8/31/2022,"103,909","15,903","5,848","5,734","5,302","3,647","3,203","1,884",848,"25,898","3,386","3,994","5,002","4,286","3,899","6,853","6,779","1,431",12,,,,,,,,,,,,,,,,
9/1/2022,"81,553","13,321","4,486","4,135","4,461","2,818","2,664","1,600",682,"20,244","2,634","3,022","3,779","3,440","3,047","4,780","5,372","1,047",21,,,,,,,,,,,,,,,,
9/2/2022,"89,550","15,562","4,767","5,060","5,171","2,507","3,111","1,460",839,"23,621","2,494","3,029","4,355","3,126","3,469","4,703","5,363",904,9,,,,,,,,,,,,,,,,
9/3/2022,"79,708","13,882","4,172","4,238","4,501","2,235","2,512","1,449",736,"21,119","2,408","2,880","3,697","2,930","2,794","4,371","4,977",793,14,,,,,,,,,,,,,,,,
9/4/2022,"72,111","11,931","3,683","4,270","3,974","2,365","2,342","1,463",719,"18,357","2,082","2,646","3,329","2,719","2,421","4,423","4,607",755,25,,,,,,,,,,,,,,,,
9/5/2022,"37,522","5,317","1,392","1,749","2,374","1,226","1,298",620,363,"10,672","1,257","1,365","1,634","1,618","1,412","2,225","2,425",495,80,,,,,,,,,,,,,,,,
9/6/2022,"99,813","18,775","6,084","5,032","5,984","2,429","3,266","1,692",961,"26,775","2,819","3,524","4,467","3,349","3,350","4,291","6,416",567,32,,,,,,,,,,,,,,,,
9/7/2022,"85,501","14,531","3,675","5,362","4,791","2,913","2,537","1,368",752,"22,817","2,736","3,148","3,792","3,077","2,747","5,315","5,239",689,12,,,,,,,,,,,,,,,,
9/8/2022,"72,620","13,065","3,322","3,930","4,240","2,229","2,279","1,411",609,"19,288","2,315","2,482","2,974","2,729","2,324","3,936","4,750",723,14,,,,,,,,,,,,,,,,
9/9/2022,"69,390","12,310","3,605","3,723","4,104","1,949","2,243","1,191",577,"17,866","2,274","2,474","3,129","2,451","2,361","3,857","4,584",672,20,,,,,,,,,,,,,,,,
9/10/2022,"42,692","6,076","1,604","2,584","2,297","1,562","1,480",802,414,"10,950","1,458","1,835","1,973","1,846","1,483","2,937","2,991",375,25,,,,,,,,,,,,,,,,
9/11/2022,"28,192","4,803","1,184","1,328","1,673",869,"1,003",452,288,"7,060",975,"1,117","1,269","1,263","1,108","1,628","1,818",323,31,,,,,,,,,,,,,,,,
9/12/2022,"36,916","6,287","1,544","1,814","2,223",883,"1,273",575,421,"10,072","1,233","1,361","1,710","1,572","1,304","1,877","2,435",287,45,,,,,,,,,,,,,,,,
9/13/2022,"57,276","9,546","3,199","3,465","3,401","1,336","2,032",993,567,"15,468","1,664","1,953","2,728","2,168","1,807","2,806","3,777",307,59,,,,,,,,,,,,,,,,
9/14/2022,"93,947","17,377","4,979","5,360","5,544","2,532","3,073","1,637",841,"26,123","2,917","3,164","3,724","3,232","2,742","4,329","5,884",470,19,,,,,,,,,,,,,,,,
9/15/2022,"71,441","11,815","3,346","3,699","4,260","2,174","1,940","1,334",587,"18,900","2,637","2,690","3,153","2,746","2,166","4,772","4,637",540,45,,,,,,,,,,,,,,,,
9/16/2022,"51,847","9,219","2,501","2,955","3,121","1,472","1,604",936,436,"13,850","1,782","1,727","2,132","1,901","1,686","3,032","3,118",350,25,,,,,,,,,,,,,,,,
9/17/2022,"43,427","7,655","2,080","2,475","2,601","1,232","1,273",718,327,"11,600","1,490","1,550","1,842","1,672","1,405","2,514","2,620",352,21,,,,,,,,,,,,,,,,
9/18/2022,"34,734","5,965","1,593","2,020","2,076","1,108","1,004",653,290,"9,012","1,083","1,253","1,506","1,363","1,078","2,174","2,250",270,36,,,,,,,,,,,,,,,,
9/19/2022,"19,382","3,198",638,942,"1,378",550,606,293,208,"5,746",648,680,917,605,586,"1,084","1,026",222,55,,,,,,,,,,,,,,,,
9/20/2022,"47,887","9,728","2,406","2,612","3,073","1,061","1,507",678,420,"13,309","1,397","1,415","2,019","1,624","1,409","2,080","2,866",268,15,,,,,,,,,,,,,,,,
9/21/2022,"41,259","7,353","1,799","2,132","2,494","1,299","1,161",737,319,"11,596","1,344","1,455","1,698","1,495","1,165","2,536","2,300",354,22,,,,,,,,,,,,,,,,
9/22/2022,"32,989","6,149","1,522","1,826","2,070",897,954,532,251,"9,079","1,017","1,157","1,363","1,081","1,073","1,751","1,982",264,21,,,,,,,,,,,,,,,,
9/23/2022,"29,090","5,619","1,275","1,436","1,772",776,804,461,256,"8,183",943,978,"1,208",999,874,"1,627","1,641",206,32,,,,,,,,,,,,,,,,
9/24/2022,"29,328","5,644","1,258","1,592","1,779",746,814,462,231,"8,130",870,981,"1,266",950,889,"1,648","1,768",267,33,,,,,,,,,,,,,,,,
9/25/2022,"25,765","4,882","1,155","1,255","1,707",640,723,451,195,"7,081",707,906,"1,052",932,745,"1,573","1,535",194,32,,,,,,,,,,,,,,,,
9/26/2022,"14,152","2,333",472,842,925,466,406,214,134,"4,166",539,471,579,448,443,786,740,153,35,,,,,,,,,,,,,,,,
9/27/2022,"39,401","8,549","1,887","2,056","2,480",830,"1,132",564,332,"11,384","1,167","1,154","1,542","1,111","1,117","1,648","2,214",190,44,,,,,,,,,,,,,,,,
9/28/2022,"36,129","7,117","1,621","1,664","2,087","1,020","1,014",621,298,"10,284","1,313","1,202","1,483","1,179",998,"2,036","1,940",235,17,,,,,,,,,,,,,,,,
